sgRNA	gene	CRISPR_C7020653.sample	ERS717283.plasmid
C19orf33_CCDS12511.1_ex3_19:38795485-38795508:-_5-5	C19orf33	680	634
FZD2_CCDS11484.1_ex0_17:42635846-42635869:-_5-4	FZD2	844	391
C12orf68_CCDS31785.1_ex0_12:48577995-48578018:+_5-1	C12orf68	66	178
MTERFD3_CCDS9111.1_ex0_12:107371734-107371757:-_5-1	MTERFD3	60	116
HTR7_CCDS7408.1_ex2_10:92509269-92509292:-_5-1	HTR7	322	624
GATA1_CCDS14305.1_ex1_X:48650563-48650586:-_5-4	GATA1	379	300
PSMD10_CCDS14536.1_ex4_X:107334653-107334676:-_5-5	PSMD10	174	314
RPN2_CCDS13291.1_ex5_20:35833175-35833198:+_5-2	RPN2	748	590
PTPRG_CCDS2895.1_ex1_3:61734623-61734646:+_5-2	PTPRG	720	570
ANXA8L2_CCDS7216.1_ex2_10:47752483-47752506:+_3-2	ANXA8L2	611	390
CTTNBP2NL_CCDS845.1_ex3_1:112998668-112998691:+_5-3	CTTNBP2NL	159	244
PODXL2_CCDS3044.1_ex2_3:127379617-127379640:+_5-5	PODXL2	485	760
TCP11X2_CCDS59530.1_ex4_X:101718620-101718643:+_5-4	TCP11X2	260	425
STAB2_CCDS31888.1_ex30_12:104086611-104086634:-_5-5	STAB2	533	524
S100A1_CCDS1047.1_ex1_1:153604214-153604237:+_5-5	S100A1	505	295
MAPK15_CCDS6409.2_ex1_8:144799892-144799915:+_5-1	MAPK15	448	607
CLCN4_CCDS14137.1_ex6_X:10176169-10176192:-_5-5	CLCN4	110	301
B3GALT4_CCDS34425.1_ex0_6:33245691-33245714:-_5-4	B3GALT4	1163	554
SCHIP1_CCDS3186.1_ex3_3:159604020-159604043:+_5-3	SCHIP1	156	242
TTC1_CCDS4348.1_ex4_5:159476533-159476556:-_5-5	TTC1	343	365
RAD17_CCDS4003.1_ex5_5:68681880-68681903:-_5-2	RAD17	1	48
SCARF2_CCDS13779.1_ex7_22:20785344-20785367:+_5-3	SCARF2	633	692
EIF4E3_CCDS46867.1_ex4_3:71748806-71748829:+_8-8	EIF4E3	1221	608
B3GALNT1_CCDS3193.1_ex0_3:160804109-160804132:+_5-2	B3GALNT1	0	18
CLCN5_CCDS14328.1_ex4_X:49846416-49846439:-_10-8	CLCN5	1242	397
MARCH6_CCDS34135.1_ex5_5:10390574-10390597:+_5-2	MARCH6	1737	764
MAPK14_CCDS4815.1_ex7_6:36044309-36044332:-_5-5	MAPK14	51	122
NPY2R_CCDS3791.1_ex0_4:156135202-156135225:-_5-1	NPY2R	10	100
FAM163B_CCDS35171.1_ex0_9:136444456-136444479:+_5-3	FAM163B	144	834
PLAC8_CCDS3601.1_ex1_4:84026128-84026151:+_5-3	PLAC8	492	743
TRIM56_CCDS43625.1_ex0_7:100731051-100731074:+_5-4	TRIM56	122	313
DTNA_CCDS11908.1_ex6_18:32398244-32398267:-_15-7	DTNA	178	214
PNO1_CCDS1885.1_ex0_2:68385137-68385160:+_5-1	PNO1	131	170
MIPEP_CCDS9303.1_ex9_13:24433019-24433042:+_5-1	MIPEP	119	342
TMOD3_CCDS10145.1_ex5_15:52188711-52188734:-_5-5	TMOD3	207	222
SPHK1_CCDS11744.1_ex5_17:74383072-74383095:+_5-4	SPHK1	443	314
SUCLA2_CCDS9406.1_ex9_13:48571045-48571068:-_5-4	SUCLA2	38	191
TOR3A_CCDS1329.1_ex0_1:179051433-179051456:-_5-1	TOR3A	549	634
TIPIN_CCDS10215.1_ex4_15:66643920-66643943:-_5-3	TIPIN	8	59
ORM1_CCDS6803.1_ex3_9:117087065-117087088:-_4-3	ORM1	815	580
COQ9_CCDS32459.1_ex3_16:57490440-57490463:-_5-3	COQ9	770	537
HOXD4_CCDS2269.1_ex0_2:177016516-177016539:-_5-2	HOXD4	1459	801
FAM161B_CCDS9822.2_ex7_14:74413274-74413297:-_5-3	FAM161B	611	393
SLC30A7_CCDS776.1_ex5_1:101379270-101379293:-_5-4	SLC30A7	377	403
OBSL1_CCDS46520.1_ex20_2:220435705-220435728:+_5-5	OBSL1	68	478
RASSF4_CCDS7208.1_ex3_10:45479524-45479547:-_5-5	RASSF4	1405	676
ADAL_CCDS32214.1_ex3_15:43632499-43632522:+_5-3	ADAL	253	253
FAM175B_CCDS31308.2_ex4_10:126515332-126515355:+_5-4	FAM175B	26	126
PTPN3_CCDS48000.1_ex11_9:112172672-112172695:-_5-1	PTPN3	5	44
FREM3_CCDS54808.1_ex7_4:144621579-144621602:+_5-5	FREM3	9	119
TNIP1_CCDS34280.1_ex11_5:150431762-150431785:-_5-2	TNIP1	170	170
GALNT3_CCDS2226.1_ex8_2:166621426-166621449:-_5-2	GALNT3	529	351
ITGA8_CCDS31155.1_ex29_10:15761552-15761575:+_5-4	ITGA8	1638	1022
PARD6G_CCDS12022.1_ex0_18:77918353-77918376:+_5-3	PARD6G	442	443
NRROS_CCDS3319.1_ex1_3:196387345-196387368:+_5-3	NRROS	261	324
EHD2_CCDS12704.1_ex2_19:48229173-48229196:-_5-4	EHD2	1781	898
CDHR5_CCDS7707.1_ex13_11:624648-624671:-_5-5	CDHR5	246	419
CEP89_CCDS32987.1_ex10_19:33422375-33422398:+_5-2	CEP89	15	120
CNR2_CCDS245.1_ex0_1:24201660-24201683:-_5-2	CNR2	596	494
CTF1_CCDS10694.1_ex1_16:30910844-30910867:-_5-2	CTF1	61	234
ZFAND2A_CCDS5323.1_ex1_7:1195134-1195157:+_5-2	ZFAND2A	1740	851
CERK_CCDS14077.1_ex11_22:47116842-47116865:-_5-4	CERK	414	242
FZD6_CCDS55268.1_ex2_8:104336826-104336849:+_5-3	FZD6	176	265
CD247_CCDS1260.1_ex4_1:167407834-167407857:-_5-1	CD247	70	226
USP45_CCDS34501.1_ex15_6:99956492-99956515:-_5-5	USP45	354	401
TUBB2B_CCDS4485.1_ex0_6:3225706-3225729:-_3-1	TUBB2B	669	492
ZFYVE16_CCDS4050.1_ex1_5:79732845-79732868:-_5-1	ZFYVE16	284	388
SNRNP25_CCDS10396.1_ex3_16:106540-106563:-_5-5	SNRNP25	59	679
SLC45A3_CCDS1458.1_ex2_1:205632668-205632691:+_5-3	SLC45A3	1168	657
MXD3_CCDS4416.1_ex2_5:176737471-176737494:+_5-2	MXD3	905	868
CDH23_CCDS53540.1_ex9_10:73567145-73567168:+_10-10	CDH23	328	610
ATP1B2_CCDS32550.1_ex3_17:7557413-7557436:-_5-5	ATP1B2	317	457
ZSCAN16_CCDS4644.1_ex1_6:28094583-28094606:+_5-4	ZSCAN16	162	188
TEX10_CCDS55330.1_ex12_9:103109332-103109355:+_5-4	TEX10	40	311
CASKIN2_CCDS11723.1_ex3_17:73499524-73499547:-_5-1	CASKIN2	1140	551
UBE2U_CCDS627.1_ex2_1:64672496-64672519:-_5-2	UBE2U	0	53
RANGRF_CCDS11137.1_ex1_17:8192350-8192373:+_5-4	RANGRF	877	523
CC2D2A_CCDS47027.2_ex2_4:15480914-15480937:+_13-5	CC2D2A	1063	666
PCDH10_CCDS34063.1_ex0_4:134071758-134071781:-_5-2	PCDH10	779	705
GPR123_CCDS41580.1_ex5_10:134941864-134941887:-_5-4	GPR123	334	385
SENP8_CCDS10240.1_ex0_15:72432372-72432395:+_5-5	SENP8	45	200
IKZF4_CCDS44917.1_ex6_12:56426971-56426994:+_5-5	IKZF4	597	256
ZNF473_CCDS33077.1_ex3_19:50548722-50548745:-_5-4	ZNF473	0	0
LRRC14_CCDS6432.1_ex1_8:145745716-145745739:-_5-3	LRRC14	744	543
CBLN3_CCDS32057.1_ex2_14:24898131-24898154:-_5-5	CBLN3	370	532
MYH4_CCDS11154.1_ex20_17:10358490-10358513:+_5-3	MYH4	81	234
SHH_CCDS5942.1_ex2_7:155604528-155604551:-_5-4	SHH	259	395
APOPT1_CCDS9983.2_ex2_14:104040485-104040508:+_5-5	APOPT1	377	174
MSL3_CCDS14147.1_ex6_X:11781102-11781125:-_9-5	MSL3	580	688
VPS13C_CCDS10180.1_ex79_15:62327184-62327207:-_5-5	VPS13C	322	605
CDSN_CCDS34389.1_ex0_6:31084692-31084715:+_5-1	CDSN	1208	814
TNNT1_CCDS12917.1_ex7_19:55653249-55653272:+_5-4	TNNT1	136	488
MAX_CCDS41965.1_ex1_14:65544655-65544678:-_11-3	MAX	82	252
LIPC_CCDS10166.1_ex2_15:58834021-58834044:+_5-3	LIPC	243	362
ADCK4_CCDS12562.1_ex8_19:41211014-41211037:+_5-2	ADCK4	570	752
CDC25B_CCDS13065.1_ex3_20:3780957-3780980:-_5-4	CDC25B	284	629
PBX4_CCDS12406.1_ex5_19:19681451-19681474:-_5-4	PBX4	259	364
STAB1_CCDS33768.1_ex34_3:52548766-52548789:-_5-5	STAB1	130	364
PYGB_CCDS13171.1_ex0_20:25229035-25229058:+_5-2	PYGB	623	550
GSTM4_CCDS806.1_ex5_1:110201497-110201520:-_4-4	GSTM4	1047	671
CHD4_CCDS8552.1_ex27_12:6705190-6705213:+_5-1	CHD4	173	238
GNPTG_CCDS10436.1_ex6_16:1412213-1412236:+_5-5	GNPTG	127	166
C19orf70_CCDS12143.1_ex2_19:5679622-5679645:+_5-3	C19orf70	1812	619
FZR1_CCDS12109.1_ex1_19:3525974-3525997:+_5-1	FZR1	169	282
ABCC4_CCDS45061.1_ex13_13:95858877-95858900:+_5-2	ABCC4	1868	719
MLEC_CCDS9206.1_ex2_12:121132637-121132660:+_5-4	MLEC	529	931
DDX21_CCDS31211.1_ex5_10:70726770-70726793:+_5-4	DDX21	84	213
RGS4_CCDS1243.1_ex3_1:163043396-163043419:-_12-11	RGS4	913	878
RBM22_CCDS34278.1_ex9_5:150080004-150080027:-_5-5	RBM22	1	66
PTCHD3_CCDS31173.1_ex3_10:27702931-27702954:+_5-5	PTCHD3	1411	672
QSOX1_CCDS1337.1_ex1_1:180135638-180135661:-_5-1	QSOX1	254	278
C20orf141_CCDS13034.1_ex0_20:2795994-2796017:+_5-3	C20orf141	336	248
SPIN4_CCDS43964.1_ex0_X:62570499-62570522:-_5-3	SPIN4	203	519
HLA-DRB1_CCDS47409.1_ex4_6:32552065-32552088:-_4-3	HLA-DRB1	3	35
SPHK2_CCDS12727.1_ex1_19:49129533-49129556:+_5-2	SPHK2	194	346
NT5C_CCDS11715.1_ex3_17:73127343-73127366:+_5-4	NT5C	407	529
PYCR2_CCDS31043.1_ex3_1:226109684-226109707:-_5-2	PYCR2	809	525
PI4KA_CCDS33603.2_ex18_22:21084174-21084197:+_5-1	PI4KA	87	273
ARHGAP26_CCDS4277.1_ex3_5:142258979-142259002:+_5-2	ARHGAP26	339	195
ZNF225_CCDS46100.1_ex3_19:44635056-44635079:+_5-1	ZNF225	210	284
C14orf2_CCDS45169.1_ex2_14:104381460-104381483:+_3-3	C14orf2	111	158
SOWAHB_CCDS34017.1_ex0_4:77818101-77818124:+_5-3	SOWAHB	341	373
C15orf48_CCDS10124.1_ex2_15:45724277-45724300:+_5-3	C15orf48	5	52
RWDD2A_CCDS4998.1_ex1_6:83905352-83905375:-_5-2	RWDD2A	415	218
INSM2_CCDS9657.1_ex0_14:36004005-36004028:-_5-3	INSM2	478	458
BRDT_CCDS55615.1_ex2_1:92441818-92441841:-_5-1	BRDT	458	649
DDX60L_CCDS47161.1_ex34_4:169392922-169392945:-_5-5	DDX60L	381	364
C6orf1_CCDS4790.1_ex0_6:34214606-34214629:-_5-3	C6orf1	344	367
ZRANB2_CCDS659.1_ex3_1:71536514-71536537:+_5-1	ZRANB2	226	286
PPP1R13L_CCDS33050.1_ex9_19:45900208-45900231:+_5-5	PPP1R13L	1000	715
KCNAB1_CCDS3174.1_ex3_3:156175256-156175279:+_5-2	KCNAB1	463	307
TCEAL8_CCDS14504.1_ex0_X:102508717-102508740:-_5-2	TCEAL8	0	0
TTC9B_CCDS12550.1_ex2_19:40723847-40723870:+_5-1	TTC9B	1461	512
ECHS1_CCDS7681.1_ex6_10:135184224-135184247:-_5-5	ECHS1	77	74
C11orf88_CCDS41712.1_ex0_11:111385651-111385674:-_5-1	C11orf88	424	498
C17orf82_CCDS11628.1_ex0_17:59489697-59489720:-_5-4	C17orf82	504	453
KRTAP5-5_CCDS41592.1_ex0_11:1651262-1651285:-_5-2	KRTAP5-5	370	716
SDR39U1_CCDS45091.1_ex3_14:24911414-24911437:-_5-4	SDR39U1	377	485
RBM6_CCDS2809.1_ex8_3:50095853-50095876:+_5-4	RBM6	1442	735
CHAF1A_CCDS32875.1_ex2_19:4409667-4409690:+_5-3	CHAF1A	502	511
NUDT11_CCDS43952.1_ex1_X:51239085-51239108:-_5-3	NUDT11	56	75
ACAD8_CCDS8498.1_ex3_11:134128416-134128439:-_5-3	ACAD8	44	278
PRICKLE4_CCDS34449.1_ex3_6:41753205-41753228:-_5-5	PRICKLE4	350	365
S100A11_CCDS1009.1_ex0_1:152005237-152005260:-_5-1	S100A11	254	277
MLF2_CCDS8559.1_ex3_12:6859916-6859939:+_5-4	MLF2	196	558
CDH8_CCDS10802.1_ex5_16:61851590-61851613:-_5-3	CDH8	68	50
RNF122_CCDS6091.1_ex1_8:33406974-33406997:-_5-1	RNF122	0	0
LRRC20_CCDS7300.1_ex1_10:72100391-72100414:-_10-9	LRRC20	447	448
CCR9_CCDS2732.1_ex1_3:45942489-45942512:-_5-2	CCR9	207	219
ANKRD13B_CCDS11251.1_ex5_17:27936131-27936154:-_5-2	ANKRD13B	403	811
CREB3_CCDS6588.1_ex4_9:35735115-35735138:+_5-5	CREB3	294	688
OXLD1_CCDS32766.1_ex0_17:79632480-79632503:-_5-4	OXLD1	60	242
MAZ_CCDS42143.1_ex0_16:29818192-29818215:+_9-3	MAZ	916	467
RAVER2_CCDS41345.1_ex0_1:65211004-65211027:-_5-2	RAVER2	398	337
NUP62_CCDS12788.1_ex0_19:50412386-50412409:+_5-1	NUP62	442	328
DDX10_CCDS8342.1_ex7_11:108562597-108562620:-_5-4	DDX10	144	605
ASAP2_CCDS1661.1_ex1_2:9419444-9419467:+_5-1	ASAP2	617	602
TTC26_CCDS55172.1_ex5_7:138832014-138832037:+_5-3	TTC26	179	230
HS3ST3B1_CCDS11167.1_ex0_17:14204970-14204993:+_5-2	HS3ST3B1	1315	1194
TCP11_CCDS47413.1_ex3_6:35088397-35088420:-_5-1	TCP11	81	175
NCAPG2_CCDS43686.1_ex19_7:158476018-158476041:-_5-4	NCAPG2	178	598
DIRAS1_CCDS12092.1_ex0_19:2717715-2717738:-_5-5	DIRAS1	1073	599
C20orf96_CCDS12994.1_ex7_20:264706-264729:+_5-3	C20orf96	74	134
TBCCD1_CCDS3276.1_ex5_3:186281986-186282009:+_5-5	TBCCD1	114	476
WRN_CCDS6082.1_ex2_8:30921800-30921823:+_5-1	WRN	107	110
ATP9B_CCDS12014.1_ex14_18:77067125-77067148:-_5-5	ATP9B	329	397
ZFP90_CCDS42183.1_ex3_16:68597048-68597071:-_5-2	ZFP90	1183	772
ATG9A_CCDS42820.1_ex8_2:220089261-220089284:-_5-2	ATG9A	111	448
SLC35C2_CCDS13396.1_ex6_20:44985210-44985233:+_5-3	SLC35C2	672	296
EPHX3_CCDS12327.1_ex4_19:15342179-15342202:+_5-3	EPHX3	933	477
TMEM65_CCDS6348.1_ex5_8:125342984-125343007:+_5-3	TMEM65	1055	581
CH25H_CCDS7400.1_ex0_10:90966804-90966827:+_5-3	CH25H	170	87
EXOC7_CCDS11741.1_ex13_17:74094047-74094070:+_5-2	EXOC7	349	594
HIST1H3B_CCDS4573.1_ex0_6:26032107-26032130:+_5-3	HIST1H3B	217	401
SART1_CCDS31611.1_ex0_11:65729387-65729410:+_5-1	SART1	44	135
KCTD8_CCDS3467.1_ex1_4:44449844-44449867:+_5-1	KCTD8	268	267
PRSS16_CCDS4623.1_ex5_6:27218823-27218846:-_5-2	PRSS16	210	271
PRRT2_CCDS10654.1_ex0_16:29824479-29824502:-_5-1	PRRT2	469	667
SPATS1_CCDS4911.1_ex1_6:44320588-44320611:-_5-2	SPATS1	173	227
CD72_CCDS6581.1_ex5_9:35617232-35617255:-_5-5	CD72	886	484
TJP3_CCDS32873.2_ex9_19:3736162-3736185:+_5-5	TJP3	987	739
FBXO8_CCDS3820.1_ex2_4:175162343-175162366:-_5-1	FBXO8	20	34
RPL24_CCDS33809.1_ex2_3:101401636-101401659:-_5-2	RPL24	31	77
SEMA6B_CCDS12131.1_ex10_19:4555538-4555561:+_5-2	SEMA6B	697	532
AP1G1_CCDS32480.1_ex19_16:71807231-71807254:-_5-4	AP1G1	335	365
METTL5_CCDS33320.1_ex6_2:170680993-170681016:-_5-5	METTL5	460	641
KRTAP27-1_CCDS33532.1_ex0_21:31709721-31709744:+_5-4	KRTAP27-1	86	306
MAPK8IP1_CCDS7916.1_ex4_11:45924097-45924120:-_5-2	MAPK8IP1	134	571
DUSP7_CCDS33766.2_ex1_3:52088034-52088057:+_5-1	DUSP7	785	903
GPR27_CCDS2915.1_ex0_3:71803354-71803377:-_5-1	GPR27	1334	511
SPATA32_CCDS32669.1_ex1_17:43333343-43333366:-_5-5	SPATA32	313	320
C19orf60_CCDS42524.1_ex1_19:18699872-18699895:-_5-3	C19orf60	650	1050
SLC6A2_CCDS10754.1_ex4_16:55725936-55725959:+_5-5	SLC6A2	376	495
MKX_CCDS7156.1_ex5_10:28032177-28032200:-_5-4	MKX	673	414
CCDC59_CCDS9023.1_ex2_12:82750750-82750773:+_5-1	CCDC59	8	163
MTRF1_CCDS9378.1_ex6_13:41827098-41827121:-_5-2	MTRF1	162	179
SRCRB4D_CCDS5585.1_ex7_7:76029623-76029646:-_5-5	SRCRB4D	472	520
C8orf33_CCDS34974.1_ex1_8:146278182-146278205:+_5-3	C8orf33	26	119
GNB2_CCDS5703.1_ex6_7:100275830-100275853:-_5-4	GNB2	725	403
CXorf38_CCDS14253.1_ex4_X:40506292-40506315:-_5-5	CXorf38	81	487
DMRT1_CCDS6442.1_ex2_9:894152-894175:-_5-5	DMRT1	639	577
SUB1_CCDS3897.1_ex1_5:32591739-32591762:-_5-2	SUB1	151	186
NCMAP_CCDS30632.1_ex1_1:24927481-24927504:-_5-2	NCMAP	382	277
TRIM24_CCDS47720.1_ex0_7:138145382-138145405:+_5-1	TRIM24	392	295
DIMT1_CCDS3981.1_ex9_5:61697918-61697941:-_5-3	DIMT1	373	592
TBC1D22B_CCDS4832.1_ex3_6:37250119-37250142:-_5-4	TBC1D22B	410	437
GXYLT1_CCDS41771.1_ex4_12:42503481-42503504:-_5-2	GXYLT1	145	133
PLD1_CCDS3216.1_ex14_3:171410120-171410143:-_5-2	PLD1	54	128
MCM7_CCDS5683.1_ex8_7:99695782-99695805:-_5-3	MCM7	377	677
INF2_CCDS41999.1_ex1_14:105169469-105169492:+_5-4	INF2	416	387
IFT88_CCDS31944.1_ex14_13:21199873-21199896:+_5-5	IFT88	396	637
PPCS_CCDS41311.1_ex2_1:42925370-42925393:-_8-7	PPCS	60	90
CXorf36_CCDS14266.1_ex1_X:45051112-45051135:-_5-1	CXorf36	137	186
LDB2_CCDS3420.1_ex5_4:16597367-16597390:+_5-1	LDB2	1243	695
THAP3_CCDS55572.1_ex1_1:6688718-6688741:-_5-4	THAP3	159	137
IKBKG_CCDS14757.1_ex2_X:153786814-153786837:-_5-4	IKBKG	356	543
PCYT1B_CCDS14213.1_ex2_X:24597455-24597478:-_5-1	PCYT1B	232	358
SV2C_CCDS43331.1_ex0_5:75427862-75427885:+_5-1	SV2C	184	525
ZNF667_CCDS12944.1_ex1_19:56969587-56969610:+_5-4	ZNF667	228	315
GATA6_CCDS11872.1_ex0_18:19751913-19751936:+_5-5	GATA6	612	541
GRPEL1_CCDS3396.1_ex2_4:7065902-7065925:-_5-5	GRPEL1	75	110
MORN4_CCDS7468.1_ex2_10:99376960-99376983:+_5-2	MORN4	201	268
PLCB3_CCDS53654.1_ex8_11:64025962-64025985:-_5-3	PLCB3	643	614
RAB11FIP1_CCDS34881.1_ex4_8:37756725-37756748:+_5-5	RAB11FIP1	699	332
SLC39A1_CCDS1055.1_ex1_1:153934694-153934717:+_5-4	SLC39A1	2895	609
SCGB1A1_CCDS8020.1_ex1_11:62189738-62189761:-_5-2	SCGB1A1	656	481
RELL1_CCDS43221.1_ex4_4:37650951-37650974:+_5-3	RELL1	42	183
LAMB4_CCDS34732.1_ex24_7:107743620-107743643:-_5-4	LAMB4	183	179
GMEB2_CCDS13528.1_ex4_20:62227038-62227061:+_5-3	GMEB2	318	682
CANX_CCDS4447.1_ex6_5:179143217-179143240:+_5-5	CANX	0	0
ATRNL1_CCDS7592.1_ex5_10:116919863-116919886:-_5-4	ATRNL1	366	278
PACS1_CCDS8129.1_ex2_11:65977871-65977894:-_5-1	PACS1	528	568
SYCE3_CCDS46733.1_ex0_22:50989817-50989840:-_5-4	SYCE3	1247	649
KIAA0930_CCDS33665.1_ex8_22:45607852-45607875:-_5-4	KIAA0930	356	502
CENPF_CCDS31023.1_ex5_1:214795602-214795625:+_5-2	CENPF	1046	459
KLC4_CCDS47429.1_ex3_6:43034036-43034059:+_5-4	KLC4	650	787
SEC13_CCDS2599.1_ex4_3:10353766-10353789:+_5-3	SEC13	112	592
PRSS46_CCDS54576.1_ex2_3:46775694-46775717:+_5-5	PRSS46	977	823
CNNM3_CCDS2025.1_ex0_2:97482333-97482356:-_5-2	CNNM3	907	555
FBXO47_CCDS32639.1_ex9_17:37119130-37119153:-_5-5	FBXO47	70	63
NPL_CCDS1350.1_ex3_1:182781294-182781317:+_5-1	NPL	78	72
CHP2_CCDS10617.1_ex2_16:23767225-23767248:+_5-4	CHP2	191	317
ZNF687_CCDS992.1_ex0_1:151259124-151259147:-_5-1	ZNF687	574	595
ATXN2L_CCDS10639.1_ex7_16:28841268-28841291:+_5-4	ATXN2L	2002	976
NPBWR1_CCDS6151.1_ex0_8:53852595-53852618:+_5-1	NPBWR1	1282	1051
DMRTC1B_CCDS43971.1_ex2_X:72065832-72065855:-_5-5	DMRTC1B	1149	501
FAM131A_CCDS3262.2_ex3_3:184059908-184059931:-_5-2	FAM131A	877	416
ALS2CR12_CCDS2346.1_ex10_2:202211283-202211306:-_5-2	ALS2CR12	174	292
PI15_CCDS6218.1_ex1_8:75756316-75756339:+_5-4	PI15	543	454
LSM4_CCDS12374.1_ex1_19:18420579-18420602:+_6-1	LSM4	1844	562
SLC25A27_CCDS43470.1_ex1_6:46623602-46623625:+_5-2	SLC25A27	225	460
KISS1R_CCDS12049.1_ex2_19:919523-919546:-_5-4	KISS1R	565	347
MOSPD1_CCDS14645.1_ex2_X:134030845-134030868:-_5-1	MOSPD1	923	331
TMEM121_CCDS10006.1_ex0_14:105995617-105995640:-_5-5	TMEM121	305	378
QPCT_CCDS1790.1_ex2_2:37586839-37586862:-_5-4	QPCT	511	419
IGFBP2_CCDS42815.1_ex0_2:217498464-217498487:+_5-1	IGFBP2	792	571
TSC2_CCDS10458.1_ex4_16:2105489-2105512:+_5-1	TSC2	791	495
RANBP3L_CCDS3918.1_ex9_5:36265549-36265572:-_5-3	RANBP3L	7	19
NCOA6_CCDS13241.1_ex9_20:33346687-33346710:-_5-5	NCOA6	101	630
GPC6_CCDS9469.1_ex3_13:94680025-94680048:+_5-5	GPC6	1432	883
RIN3_CCDS32144.1_ex5_14:93118782-93118805:+_5-5	RIN3	289	339
INPP5K_CCDS11004.1_ex7_17:1412556-1412579:+_5-4	INPP5K	141	501
RNF44_CCDS4404.1_ex7_5:175958500-175958523:+_5-3	RNF44	917	328
ZCWPW2_CCDS33723.1_ex1_3:28476619-28476642:-_5-1	ZCWPW2	113	141
KCNMB4_CCDS8997.1_ex0_12:70760834-70760857:-_5-5	KCNMB4	575	529
CXCL6_CCDS3560.1_ex1_4:74702685-74702708:-_5-2	CXCL6	256	232
C14orf180_CCDS32166.1_ex1_14:105054196-105054219:-_5-4	C14orf180	934	515
CLMN_CCDS9933.1_ex5_14:95675736-95675759:-_5-1	CLMN	353	502
CLEC4C_CCDS8583.1_ex2_12:7890023-7890046:-_5-2	CLEC4C	223	214
MAF_CCDS10928.1_ex1_16:79633022-79633045:+_5-1	MAF	1040	634
RTF1_CCDS32200.2_ex5_15:41758366-41758389:-_5-3	RTF1	289	1060
ACOT12_CCDS4055.1_ex9_5:80643652-80643675:+_5-4	ACOT12	243	642
SNRPN_CCDS10017.1_ex3_15:25222016-25222039:+_5-4	SNRPN	782	663
RAN_CCDS9271.1_ex3_12:131359207-131359230:+_5-5	RAN	0	104
NAT1_CCDS55205.1_ex2_8:18079681-18079704:-_5-1	NAT1	214	444
C20orf26_CCDS33447.1_ex4_20:20056237-20056260:+_5-3	C20orf26	0	0
PTH_CCDS7812.1_ex0_11:13514118-13514141:-_5-2	PTH	780	350
TRAF1_CCDS55335.1_ex3_9:123675613-123675636:-_5-2	TRAF1	571	514
HIBADH_CCDS5414.1_ex5_7:27671962-27671985:-_5-3	HIBADH	53	320
SLC24A2_CCDS55297.1_ex8_9:19785969-19785992:-_5-1	SLC24A2	19	94
SIX2_CCDS1822.1_ex1_2:45235682-45235705:+_5-2	SIX2	1194	541
NHLRC1_CCDS4542.1_ex0_6:18122467-18122490:-_5-3	NHLRC1	1021	1119
MOXD1_CCDS5152.2_ex7_6:132649616-132649639:+_5-3	MOXD1	361	649
MUC4_CCDS54700.1_ex23_3:195516333-195516356:+_10-9	MUC4	639	656
NSDHL_CCDS14717.1_ex1_X:152018927-152018950:-_5-3	NSDHL	388	427
CYP2C8_CCDS55721.1_ex4_10:96818230-96818253:+_5-4	CYP2C8	22	67
MDFI_CCDS4857.1_ex1_6:41614017-41614040:-_5-2	MDFI	769	789
PCYT1B_CCDS14213.1_ex2_X:24597468-24597491:-_5-2	PCYT1B	653	248
ARHGAP26_CCDS4277.1_ex7_5:142283214-142283237:-_5-4	ARHGAP26	437	595
PLD2_CCDS11057.1_ex1_17:4711274-4711297:-_5-1	PLD2	386	616
RBMX2_CCDS43993.1_ex3_X:129543338-129543361:+_5-2	RBMX2	31	140
SNRK_CCDS43075.1_ex2_3:43381872-43381895:-_5-4	SNRK	6	40
LPAR4_CCDS14441.1_ex0_X:78010671-78010694:-_5-1	LPAR4	189	239
DLX4_CCDS11555.1_ex1_17:48050551-48050574:-_6-4	DLX4	1880	681
SMARCC2_CCDS55835.1_ex19_12:56574852-56574875:-_5-2	SMARCC2	252	237
IYD_CCDS5227.1_ex2_6:150713536-150713559:-_5-5	IYD	1002	777
CYC1_CCDS6415.1_ex1_8:145150880-145150903:-_5-3	CYC1	1783	1050
ZNF286A_CCDS11172.1_ex2_17:15609739-15609762:-_5-2	ZNF286A	811	924
STK33_CCDS7789.1_ex11_11:8496306-8496329:-_5-5	STK33	298	248
CRYGS_CCDS3275.1_ex1_3:186257248-186257271:+_5-4	CRYGS	157	244
AMZ2_CCDS11674.1_ex1_17:66247041-66247064:-_6-2	AMZ2	66	34
CEACAM7_CCDS12583.1_ex2_19:42191092-42191115:+_5-5	CEACAM7	376	387
TSSK3_CCDS362.1_ex1_1:32829362-32829385:-_5-2	TSSK3	508	774
FOXO4_CCDS43969.1_ex1_X:70320756-70320779:-_5-4	FOXO4	125	353
HOMER1_CCDS43335.1_ex4_5:78734918-78734941:-_9-3	HOMER1	60	69
TXN_CCDS35103.1_ex1_9:113007059-113007082:+_7-1	TXN	0	16
NTNG2_CCDS6946.1_ex0_9:135042349-135042372:+_5-1	NTNG2	546	271
PRKAR2A_CCDS2778.1_ex10_3:48884902-48884925:-_5-5	PRKAR2A	548	1684
FAM50A_CCDS14751.1_ex1_X:153674012-153674035:+_5-1	FAM50A	478	628
CSTB_CCDS13701.1_ex1_21:45194609-45194632:+_5-5	CSTB	34	289
